Rank,Author,Score,Students
2366,"Antonio  Romero Medina Departamento de Economía, Universidad Carlos III de Madrid, Madrid, Spain",2453.36,1.5
2367,"Alicia Haydock Munnell Center for Retirement Research (CRR), Boston College, Chestnut Hill, Massachusetts (USA)",2453.39,2
2368,"Riccardo  Crescenzi Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",2454.29,0.5
2369,"Miriam  Manchin Centre for Comparative Economics, School of Slavonic and East European Studies, University College London (UCL), London, United Kingdom",2454.8,1
2370,"Peter K. Schott School of Management, Yale University, New Haven, Connecticut (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2457.62,0.5
2371,"Matilde  Bombardini Vancouver School of Economics, University of British Columbia, Vancouver, CanadaProgram in Institutions, Organizations and Growth, Canadian Institute for Advanced Research (CIFAR), Toronto, Canada",2459.54,0.5
2372,"Uwe  Dulleck School of Economics and Finance, Business School, Queensland University of Technology, Brisbane, Australia",2462.09,0.5
2373,"Giordano  Mion Department of Economics, Sussex Business School, University of Sussex, Brighton, United Kingdom",2463.08,0.5
2374,Abdul  Qayyum †,2463.27,0.5
2375,"Glenn Cartman Loury Economics Department, Brown University, Providence, Rhode Island (USA)",2464.57,1
2376,"Daniel  Serra Barcelona School of Management, Universitat Pompeu Fabra, Barcelona, Spain",2468.79,1.5
2377,"Ulrich  Kaiser Institut für Betriebswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",2468.92,1
2378,"Martin William Cripps Department of Economics, University College London (UCL), London, United Kingdom",2469.59,1.5
2379,"Amrita  Dhillon Department of Political Economy, King's College London, London, United Kingdom",2473.67,0.5
2380,"James A. Roumasset Department of Economics, University of Hawaii-Manoa, Manoa, Hawaii (USA)",2474.38,1
2381,"Terry Lee Roe Department of Applied Economics, College of Agricultural, Food, and Environmental Sciences, University of Minnesota-St. Paul, St. Paul, Minnesota (USA)",2474.98,2
2382,"Subhayu  Bandyopadhyay Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",2477.02,2
2383,"Federico  Echenique Division of Social Sciences, California Institute of Technology, Pasadena, California (USA)",2477.88,0.5
2384,"Marie Claire  Villeval Groupe d'Analyse et de Théorie Économique Lyon St-Étienne (GATE Lyon St-Étienne), Université de Lyon, Lyon, France",2478.53,1
2385,"Susumu  Imai Economics Discipline Group, Business School, University of Technology Sydney, Sydney, Australia",2481.5,0.5
2386,"Donald R. Davis Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",2482.78,1
2387,"Matthew Jason Kotchen National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",2482.98,1
2388,"Angel  de La Fuente Fundación de Estudios de Economía Aplicada (FEDEA), Madrid, Spain",2483.66,1
2389,"Nicolas  Jacquemet Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, France",2483.75,2
2390,John Wilson Dickhaut Jr.†,2485.75,2
2391,"Fulvio  Castellacci Senter for teknologi, innovasjon og kultur (TIK), Universitetet i Oslo, Oslo, Norway",2485.92,1
2392,"Thomas David Jeitschko Economics Department, Michigan State University, East Lansing, Michigan (USA)",2486.07,4
2393,"Antonio  Villanacci Dipartimento di Matematica per le Decisioni, Scuola di Economia e Management, Università degli Studi di Firenze, Firenze, Italy",2488.19,1
2394,"Rehana  Siddiqui Pakistan Institute of Development Economics, Islamabad, Pakistan",2490.75,0.5
2395,Melvin J. Hinich †,2491.48,1
2396,"Sarah Louise Smith School of Economics, Finance and Management, University of Bristol, Bristol, United Kingdom",2493.81,0.5
2397,"Alessandra  Fogli Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",2495.25,0.5
2398,"Jacques  Le Cacheux Centre D'Analyse Théorique et de Traitement des données économiques (CATT), Faculté de Droit d'Économie et de Gestion, Université de Pau et des Pays de l'Adour, Pau, France",2495.46,0.5
2399,"Louis N. Christofides Department of Economics, Faculty of Economics and Management, University of Cyprus, Nicosia, Cyprus",2496.42,1
2400,"Karthik  Muralidharan Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",2497.91,0.5
2401,"Abel  Brodeur Département d'Économie / Department of Economics, Université d'Ottawa / University of Ottawa, Ottawa, Canada",2499.03,3.5
2402,"Florian Oskar Ottokar Wagener Center for Nonlinear Dynamics in Economics and Finance (CeNDEF), Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",2504.44,1.5
2403,"Yongsung  Chang Division of Economics, Seoul National University, Seoul, South Korea",2504.61,1.5
2404,Rachel  McCulloch †,2505.92,0.5
2405,"Davide  Castellani Henley Business School, University of Reading, Reading, United Kingdom",2506.04,0.5
2406,Anthony  Horsley,2506.91,1
2407,Kees  Burger †,2508.33,0.5
2408,"Ross R. McKitrick Department of Economics and Finance, Gordon Lang School of Business and Economics, University of Guelph, Guelph, Canada",2509.96,3
2409,"Roberto  Marchionatti Dipartimento di Economia e Statistica ""Cognetti de Martiis"", Università degli Studi di Torino, Torino, Italy",2511.64,1
2410,"Olvar  Bergland School of Economics and Business, Norges miljø- og biovitenskapelig universitet, Ås, Norway",2512.94,1
2411,"Graham Anthony Davis Division of Economics and Business, Colorado School of Mines, Golden, Colorado (USA)",2514.41,1
2412,"Robin Miles Hogarth Laboratori d'Economia EXperimental (LeeX), Departament d'Economia i Empresa, Universitat Pompeu Fabra, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",2514.86,3
2413,"Cristian  Pop-Eleches School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",2516.38,0.5
2414,"Makram  El-Shagi School of Economics, Henan University, Kaifeng, China",2516.63,0.5
2415,"Krishnan  Narayanan Department of Humanities and Social Sciences, Indian Institute of Technology Bombay, Mumbai, India",2516.66,1
2416,"Stijn  Van Nieuwerburgh Graduate School of Business, Columbia University, New York City, New York (USA)",2517.27,0.5
2417,"Giorgio  Bellettini Dipartimento di Scienze Economiche, Alma Mater Studiorum - Università di Bologna, Bologna, Italy",2517.6,1
2418,"Jeffrey  Dorfman Department of Agricultural and Applied Economics, University of Georgia, Athens, Georgia (USA)",2519.16,1
2419,Peter  Mieszkowski,2521.42,1
2420,"Sanjay K. Chugh Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",2521.92,2
2421,"Sudipta  Sarangi Department of Economics, Virginia Polytechnic Institute and State University (Virginia Tech), Blacksburg, Virginia (USA)",2523.16,1
2422,"Stefano  Schiavo Dipartimento di Economia e Management, Università degli Studi di Trento, Trento, Italy",2524.1,1
2423,"Arsenio  Balisacan Philippine Competition Commission, Government of the Philippines, Quezon City, Philippines",2525.85,1
2424,"William Arthur Brown Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",2532.42,1
2425,"Brad  Humphreys Department of Economics, College of Business and Economics, West Virginia University, Morgantown, West Virginia (USA)",2534.81,1
2426,"Camille  Cornand Groupe d'Analyse et de Théorie Économique Lyon St-Étienne (GATE Lyon St-Étienne), Université de Lyon, Lyon, France",2535.69,1.5
2427,"Cesar  Yanez Centre d'Estudis 'Antoni de Capmany' d'Economie i Història Econòmica, Facultat d'Economia i Empresa, Universitat de Barcelona, Barcelona, SpainDepartament d'Història Econòmica, Institucions, Política i Economia Mudial, Facultat d'Economia i Empresa, Universitat de Barcelona, Barcelona, Spain",2536.1,1
2428,"Oleksandr  Talavera Department of Economics, University of Birmingham, Birmingham, United Kingdom",2536.46,3
2429,"Sung Jae  Jun Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",2536.82,0.5
2430,"Jhon James Mora Facultad de Ciencias Administrativas y Económicas, Universidad Icesi, Cali, Colombia",2536.87,3
2431,"David E. M. Sappington Economics Department, University of Florida, Gainesville, Florida (USA)",2539.61,1
2432,"Klaus  Ritzberger Institut für Höhere Studien (IHS), Wien, Austria",2540.9,0.5
2433,"Y. Hossein  Farzin Department of Agricultural and Resource Economics, University of California-Davis, Davis, California (USA)",2546.34,0.5
2434,"Siqi  Zheng Center for Real Estate, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",2547.23,1
2435,"Daniel  Stavarek Obchodne Podnikatelská Fakulta, Slezská Univerzita, Opava, Czech Republic",2552.42,3
2436,"Petter  Lundborg Nationalekonomiska Institutionen, Ekonomihögskolan, Lunds Universitet, Lund, Sweden",2552.48,0.5
2437,"Luke B. Connelly Centre for the Business and Economics of Health, University of Queensland, Brisbane, Australia",2554.48,2
2438,"William  Pariente Institut de Recherche Économique et Sociale (IRES), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",2555.02,0.5
2439,"Dan-Olof  Rooth Institutet för Social Forskning (SOFI), Stockholms Universitet, Stockholm, Sweden",2556.32,0.5
2440,"Roger  Koenker Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)",2556.62,0.5
2441,"Andrew F. Daughety Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",2556.89,0.5
2442,"Jean-Marie  Lozachmeur Groupe de Recherche en Économie Mathématique et Quantitative (GREMAQ), Toulouse School of Economics (TSE), Toulouse, France",2557.25,0.5
2443,"James  Giesecke Centre of Policy Studies and Impact Project (COPS), Victoria University, Melbourne, Australia",2558.12,1
2444,"Artur C. B. da Silva Lopes Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa, Portugal",2558.84,0.5
2445,"Antoni  Riera Font Departament d'Economia Aplicada, Facultat de Ciències Econòmiques i Empresarials, Universitat de les Illes Balears, Palma de Mallorca, Spain",2559.9,1
2446,"Joyce  Chen Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus, Ohio (USA)",2560.09,0.5
2447,Paul W. Miller †,2560.81,0.5
2448,"Tor  Iversen Institutt for Helseledelse og Helseökonomi, Universitetet i Oslo, Oslo, Norway",2561.44,0.5
2449,"Thijs  van Rens Department of Economics, University of Warwick, Coventry, United Kingdom",2561.46,1
2450,"Richard  Hornbeck Booth School of Business, University of Chicago, Chicago, Illinois (USA)",2561.65,1
2451,"Thomas  Flavin Department of Economics, Finance and Accounting, Maynooth University, Maynooth, Ireland",2561.81,2
2452,"Marcella  Corsi Centre for European Research in Microfinance (CERMi), Bruxelles/Brussel, Belgium",2563.06,0.5
2453,"Alessandro  Roncaglia Dipartimento di Scienze Statistiche, ""Sapienza"" Università di Roma, Roma, Italy",2564.16,0.5
2454,"Inmaculada C. Alvarez Departamento de Análisis Económico: Teoría Económica e Historia Económica, Facultad de Ciencias Económicas y Empresariales, Universidad Autónoma de Madrid, Madrid, Spain",2564.55,0.5
2455,"Alberto  Bagnai Dipartimento di Economia, Università degli Studi di Chieti e Pescara (""G. d'Annunzio""), Pescara, Italy",2565.06,1
2456,"Steven Mark Fazzari Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",2566.73,0.5
2457,"Anders  Loflund Institutionen för Finansiell Ekonomi och Ekonomisk Statistik, Hanken Svenska Handelshögskolan, Helsinki, Finland",2567.38,0.5
2458,"Harold Huibing Zhang Shanghai Advanced Institute of Finance (SAIF), Shanghai Jiao Tong University, Shanghai, China",2567.71,1
2459,"Christos  Koulovatianos Luxembourg School of Finance, Faculté de droit, d'économie et de finance, Université du Luxembourg, Luxembourg, Luxembourg",2568.33,2
2460,"Jennifer F. Reinganum Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",2569.88,0.5
2461,"Eva  Liljeblom Hanken Svenska Handelshögskolan, Helsinki, Finland",2570.03,0.5
2462,"Juan-Camilo  Cardenas Facultad de Economía, Universidad de los Andes, Bogotá, ColombiaCentro de Estudios Sobre Desarrollo Económico (CEDE), Facultad de Economía, Universidad de los Andes, Bogotá, Colombia",2573.51,1
2463,"Etienne  Lehmann Centre de Recherche en Économie et Droit (CRED), Département de Sciences Économiques et de Gestion, Université Panthéon-Assas (Paris II), Paris, France",2574.34,0.5
2464,"David  Cesarini Institutet för Näringslivsforskning (IFN), Stockholm, Sweden",2576.76,0.5
2465,"Gueorgui  Kambourov Department of Economics, University of Toronto, Toronto, Canada",2577.07,1.5
2466,"Matthieu  Crozet Department of Economics, Lingnan University, Tuen Mun, Hong Kong",2577.61,1
2467,"John Patrick Conley Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",2581.27,0.5
2468,"Helene  Turon School of Economics, Finance and Management, University of Bristol, Bristol, United Kingdom",2582.36,0.5
2469,"Jean-Pierre  Amigues Laboratoire d'Économie des Ressources Naturelles (LERNA), Toulouse School of Economics (TSE), Toulouse, France",2582.62,0.5
2470,"Arnab  Bhattacharjee Department of Accountancy, Economics and Finance, Heriot-Watt University, Edinburgh, United Kingdom",2583.92,1.5
2471,"Rene  Garcia Département de Sciences Économiques, Université de Montréal, Montréal, Canada",2584.46,0.5
2472,"Gerald  Oettinger Department of Economics, University of Texas-Austin, Austin, Texas (USA)",2586.15,1
2473,"Louis  Hotte Département d'Économie / Department of Economics, Université d'Ottawa / University of Ottawa, Ottawa, Canada",2588.23,1
2474,"Jens  Hilscher Department of Agricultural and Resource Economics, University of California-Davis, Davis, California (USA)",2588.9,2
2475,Davide  Viaggi,2589.59,1
2476,"Eric  Girardin École d'Économie d'Aix-Marseille, Aix-Marseille Université, Aix-en-Provence/Marseille, France",2590.03,4
2477,Tapan  Mitra †,2590.78,1
2478,"Eleanor  Denny Department of Economics, Trinity College Dublin, Dublin, Ireland",2591.75,1
2479,"Vincenzo  Galasso Dipartimento di Analisi delle Politiche e Management Pubblico, Università Commerciale Luigi Bocconi, Milano, Italy",2593.21,0.5
2480,"Christopher  Adam Department of International Development (Queen Elizabeth House), Oxford University, Oxford, United Kingdom",2595.48,0.5
2481,"Sean  Lyons Economic and Social Research Institute (ESRI), Dublin, Ireland",2596.21,1
2482,"Olan Thomas Henry Management School, University of Liverpool, Liverpool, United Kingdom",2597.71,0.5
2483,"Hooi Hooi  Lean Economics, Universiti Sains Malaysia, Minden, Malaysia",2597.96,1
2484,"Patrick  Llerena Bureau d'Économie Théorique et Appliquée (BETA), Nancy/Strasbourg, France",2598.98,0.5
2485,"Edouard  Challe Centre de Recherche en Économie et Statistique (CREST), Palaiseau, France",2599.46,1
2486,"Asad  Zaman Pakistan Institute of Development Economics, Islamabad, Pakistan",2599.6,1
